review,label
从医院看姥姥回来有点发烧虽然可能因为是刚刚回家那几天因为突然没有暖气感冒了吃药了还没好但是还是有点怕给妈妈说了严重性临县已经确诊一例了姥姥还在呼吸科问她能不能不要住院了她想了想还是说姥姥还没病好还坚持要去陪护还问有没有得这病死了我说有的时候她还说展开全文,-1
今天从凌晨到现在发烧情况上午在中医一附院化验咽拭子为甲型流感感觉现在的体温应该是布洛芬的作用希望体温不要反弹太高感觉情况正在好起来刚才听到娃放一个长屁郑州怡丰新都汇,0
国家卫健委高级别专家组加强发热监测春运有发烧情况不要出行网页链接,0
饶毅,0
对于这次病毒的趋势饶毅称不能通过的周期预判此次新型冠状病毒周期这是一种新型的病毒真正了解的专家很少目前不能预测未来将会发生什么,-1
饶毅建议武汉病毒所长辞职病毒所是否有病毒泄露中科院武汉病毒所为何要为双黄连站台双黄连之夜后武汉病毒所的故事愈演愈烈今日又网传饶毅致舒红兵的一封信措辞严厉直怼舒红兵妻子主管的中科院武汉病毒所饶毅北大生命科学院院长以学术打假著称,-1
变了我妈就不发烧据说这个病最直接的作用情况是使部分工作的肺单位失活最直接的症状是气短和全身各处缺氧导致的乏力是血氧饱和度的指夹让我妈连着测了一两天发现的不对头所以说真的很刁钻,-1
网传饶毅致信舒红兵您夫人不适合领导武汉病毒所王延轶网页链接,0
饶毅致信舒红兵提出点理由建议其夫人辞去武汉病毒所所长职位网页链接,0
一场病毒啥都现原形了,-1
饶毅真是学术圈的纪律委员加生活委员,0
太难了感冒了一直咳嗽好担心自己发烧被当成肺炎仔细一想没去过武汉周围的人也没去过希望感冒早点好不然出去咳嗽一下都会被当成可怕的人吧,-1
关键这人没有发烧这是最恐怖的卧槽,0
武汉病毒所长王延轶是毕业于北大的学霸但饶毅认为其水平较差很明显饶毅教授是站在很高的学术层面来判断王女士的水平的也是站在武汉病毒所发展的高度来看待这些问题的网页链接,0
这老爹腿都直了女儿哭着喊救命我也在发烧啊真是锥心,-1
湖北太了老爹腿都瘫直了女儿喊着救命啊救命啊我也在发烧坐在大会堂里满脸横肉观赏团拜会喜迎新年的领导班子是人吗长点良心感受同情病人对死的惊慌惧怕行不行,-1
视频分半不长大家都看看家里自我隔离防范的意识真的很重要电梯病房等小空间都是特别容易感染的地方必须戴口罩,0
施一公校长饶毅其人其事手机新浪网施一公校长饶毅其人其事,0
经过这件事我们不仅要保护饶毅而且要做一个勇敢的人懦弱地流泪要付出沉重的代价,1
学术妲己前赴后继年当唯一病毒研究所所长专业资历成功哪一样匹配,0
穿着薄绒的睡衣在沙发上待着我爸你穿厚点我我不怕冷我爸你现在要是感冒发烧了我就把你赶出去我,0
还有这事,0
视频分半不长大家都看看家里自我隔离防范的意识真的很重要,0
武汉病毒研究所能干点正经事不阴谋论么饶毅的话能成真不,-1
经过这件事我们不仅要保护饶毅而且要做一个勇敢的人懦弱地流泪要付出沉重的代价,1
饶毅是谁三分钟回顾北大教授饶毅精彩演讲我和万人都在看邀你一起分享美好看见世界网页链接,0
饶毅先生年北京大学本科生毕业典礼致辞不敢祝愿每一位毕业生都成功都幸福因为历史不幸地记载着有人的成功代价是丧失良知有人的幸福代价是损害他人祝愿退休之日你觉得职业中的自己值得尊重迟暮之年你感到生活中的自己值得尊重,0
微博武汉肺炎看多了本来经常喉咙发炎引起发烧的我已经开始心慌慌愿全世界的人都健健康康遂宁射洪县,-1
你们这帮王八蛋请大家注意是月日申请专利,0
国家疾控首席专家的建议不要恐慌用不着囤太多还不如捐给需要的医护机构,0
这老爹腿都直了女儿哭着喊救命我也在发烧啊真是锥心,0
视频分半不长大家都看看家里自我隔离防范的意识真的很重要,0
首医大校长饶毅曾毕业于非医科大学落选院士却敢质疑权威对此你是如何看待的呢网页链接,0
我非常喜欢饶毅教授在年的北大毕业演讲字字珠玑的告诉大家确实有人卑鄙低劣但我们应该成为一个怎样的人这几天目睹和经历的风波下我更认识到了这点我相信拥有美好品质的人会走的更远并且爱拥有这些珍贵品质的这个小孩周震南,1
看起来不像真的不过饶毅辟谣也不是不辟谣也不是,0
多多绕弯,0
饶毅逮捕入选千人计划的美国教授是美国历史污点饶毅逮捕入选千人计划的美国教授是美国历史污点来自腾讯新闻,0
了解一下,0
大过年的我拉肚子我男朋友发烧这可真是太刺激了,-1
在电脑的接口上面插入一个酒瓶让电脑工作的时候也喝点酒绝对够新颖够创意不过这是一个酒瓶造型的盘由日本某著名酿酒企业设计开发引起了无数日本酒发烧友的浓厚兴趣在工作中无法饮酒也可对它望梅止渴,0
值得尊敬,1
屠呦呦屡落选舒某兵挤掉饶毅施一公中国院士到底硬核有几分网页链接,0
和武汉高校合作的美国科学院院士被捕饶毅发声谴责美国政府教授被捕的重要原因是和中国科研机构有合作关系同时也曾经是武汉理工大学国家千人计划教授网页链接,0
网传饶毅致信舒红兵您夫人不适合领导武汉病毒所王延轶学术界开始反思了看样子是的还是极认真的从抄报武汉病毒所所长与中科院院长这点看就是毫不隐晦的面的面谈了网页链接,0
如何评价不再参选中科院院士的饶毅而外界可能知道的比较多的则是饶毅在年的时候因为评选院士第一轮落选然后宣布永远不再参加中国科学院院士的评选网页链接,0
首医大校长饶毅曾毕业于非医科大学落选院士却敢质疑权威对此你是如何看待的呢网页链接,0
喝着茶刷疫情微博一下忽冷忽热的又神经衰弱脑壳疼怀疑自己发烧量了体温但愿只是心理作用吧,-1
希望平安只是普通的发烧,0
摆脱拜托各位大爷大婶大叔大娘不要发烧不要抢救我带你们一起看哥哥哈你们就都好啦,0
一边看春晚一边看武汉一线医护人员的崩溃时刻多么分裂和魔幻的鼠年除夕夜小时候的很多事都记不清但年非典的印象却很深刻一个是集体不上课在家看空中课堂每天量体温另一个是那时不满岁的弟弟发烧诊所都不看诊只能在家物理降温用各种土办法虽然非典过去年了但对未知展开全文,0
保护我放输出,0
回复调查记者与评论员晒个不要脸的方粉你家方舟子关注韩寒关注施一公关注饶毅都是乖乖的可惜你还得乖乖的关注着方,-1
考研大师因为报道上海药物所武汉病毒所联合发现中成药双黄连口服液可抑制新型冠状病毒称中国科学武汉病毒所长王延轶是毕业于北大的学霸但饶毅认为其水平较差网页链接,0
治好了例看情况尽早治疗才是摆脱疫情的办法有发烧状况的人尽快到医院确诊及时治疗早日摆脱病魔消灭疫情,1
这么久了一直想发个啥又感觉发啥都不太合适过年了单位取消放假正常上班虽然不在一线真正的也做不了太多能做的就是好好上班不添乱也努力给周围的朋友亲属普及宅在家里戴口罩勤洗手不要恐慌有疫区来的或与疫区的人接触过的一定要在家观察有发展开全文,1
咳了两天大晚上的开始发烧把我妈吓的不轻然后我弟带我去看医生春晚没看安生没熬年也真的算是喜提本命年了希望明天的我是生龙活虎的我新的一年里平安健康就好啦,1
饶毅说的哪里不对了那个刘炎炎脑子浆糊一样窦文涛也稀里糊涂的和稀泥孤立主义保护主意种族主意明明都是贬义词这结论不就很清楚了吗,0
全国人民都在普天同庆湖北人却在害怕中煎熬我真的很怕了早上开始发烧嗓子不舒服因为前段时间出差武汉过当医生的亲朋要我一定去做检查下午吓得发抖开车去医院我第一次在医院门口这么害怕万幸肺部一切安好只是普通感冒回家后把所有衣服都脱在走廊从门口穿着秋衣秋裤直接展开全文,-1
屠呦呦屡落选舒某兵挤掉饶毅施一公中国院士到底硬核有几分二郎神探案原创文章转载请注明出处欢迎关注分享点赞评论网页链接,0
我感冒还在尾声有一点点咳嗽我妈说了我要是发烧了她马上就打电话举报我我看行说明我贯彻到位了,0
支持饶毅,0
题我才能好帮你们占卜哦收起查看大图向左旋转向右旋转收藏转发评论平台欢迎查阅酷酷的小笛评论同时转发到我的微博按热度按时间还没有热门评论哪条评论给力快去赞一下吧相关推荐刷新关注新民周刊月日展开全文,0
一个大博士眼中的真实饶校长首都医科大学校长饶毅因为前期和舒兵的院士之争以及这两天的实名举报迅速成为最热网红那么朝夕相处的学子们对他又作何评价呢整理了点学术会议上敢和华大硬刚说华大浪费国家经费骑着山地车到楼下再扛到实验室里展开全文,0
还有啊我感冒一直咳嗽我爸妈还有我哥一直追着问我发烧了没有我怀疑大过年的他们想把我隔离,-1
饶毅炮击舒红兵建议您夫人辞掉武汉病毒所所长饶毅炮击舒红兵建议您夫人辞掉武汉病毒所所长,0
梵呗清音原创梵呗清音对于饶毅来说他可能最想对网友说不如相忘于江湖吧饶毅不是一追逐名利之人但落选院士却敢质疑权威饶毅什么来头网页链接,0
本湖北人今晚痛哭流涕你们根本不知道武汉到底有多严重今日之内全省各市基本封锁了路上一个人也没有没有任何公共交通工具了所有公共场所关闭医疗工作者全员加班病毒试剂根本不够用朋友的爸爸确诊感染身为护士的姐姐在发热门诊轮班今晚开始发烧一切都还只是开始,-1
舒红兵中科院,0
我也迷茫了所有报道都在说可以得到控制包括新闻数据都是只有几例可是我们老家好多武汉务工回来过年的我知道的就隔壁就三家十几个人今天听我妈讲隔壁村一家三口武汉卖藕的发烧确诊了新闻也没报道我吓的初二都不敢回家了希望大家都看一下这个视频,0
渍渍渍果然学术界的瓜永远都这么劲爆所以这次能不能一起呢期待吃瓜中,0
确实不合常理饶毅有个性,0
确实不合常理饶毅有个性,0
北大教授饶毅发表最短毕业演讲分秒次满场掌声此视频已有万次播放快来一起看看网页链接,0
我分享了饶毅我们尚未向世界证明中华民族是一个有智慧的民族快来看吧饶毅我们尚未向世界证明中华民族是一个有智慧的民族,0
屠呦呦屡落选舒某兵挤掉饶毅施一公兽医高福逆袭中国院士到底硬核有几分浏览器网页链接南阳唐河县,0
今天睡前也要祈福还有两天撑住啊希望明早起床的时候是自己起来的并且没有发烧好了晚安内心有一万个对不起,1
坐标河南濮阳都封村了不让串门走亲戚了邻乡有个村有户武汉务工回家的也没有发烧等迹象但因为对这户的监管流于形式村支书被撤了评论配图,0
今天美国军舰没到南沙来以前大年初一肯定来的得表扬一下美国海军中国在感冒发烧流鼻涕美国海军也感同身受,0
我都不知道我刚吃了两碗什么东西好丑好好吃来了漂亮可爱的小姑娘太激发人保护欲了哈哈哈哈哈哈哈突然出现发烧同志给大家量了一圈体温形势有点,0
学术圈大地震北京大学生命科学学院院长饶毅实名举报阿尔兹海默症论文作者造假阿尔兹海默症论文被实名举报造假网页链接,0
一定能康复加油老爸看了贴子保护饶毅很早就听过饶公大名直到这篇文章对我的震撼如五岳压顶我只能词穷的说一句我哥们太牛了世间竟真有这样的人从此我的偶像又多了一个仨了我的能力比人家差了个数量级改变不了中国什么了但做人做事上我要做饶公这样的人展开全文,1
我打喷嚏嗓子疼感觉有点发烧但是我没有去过武汉也没出门啊好害怕,-1
造谣的人为什么这么可恶因为你的造谣让很多无辜的人恐慌本来就是普通的感冒发烧恐慌了他硬要去医院检查结果好好的没被感染的人被交叉感染这就是前天昨天发生在武汉的事情造谣害命,-1
另一种声音饶毅中国未来与科学的隐患饶毅中国未来与科学的隐患,0
所以都来玩海猫吧其实是腹泻不是发烧现在不发烧也有可能感染请大家注意,0
视频分半不长大家都看看家里自我隔离防范的意识真的很重要电梯病房等小空间都是特别容易感染的地方必须戴口,0
想到的时候我们天天喝中药预防一整个化学学院弥漫着中药气息没一个人感冒发烧真的是可以啊,0
上吐下泻还有麦粒肿就是我新年第一天生病我妈还安慰我起码不是发烧我再吃多我就一脑子撞墙上,-1
杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,0
最想看到的手势名被感染医护人员病毒核酸转阴隔玻璃比武汉华科同济医学院协和医院名医护人员经过治疗初步检测结果显示新型冠状病毒核酸检测已转阴临床症状得到控制一名医护人员视频通话报了平安不发烧了精神很好隔着隔离室的玻璃比了手势展开全文,1
杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,0
今天的下午茶是自己从杭州背回来的糕点和楼下邻居表姐送的奶这两天有一点点点点点感冒但还好没有发烧晚上吃了药就早点睡吧把免疫力睡回来武汉,0
完了完了完了我发烧了怎么办啊完了完了完了我好慌,-1
就算是国难当头也不能为所欲为的去曝光公民的信息这是一不能不知真相事实就去网暴道德绑架别人这是二共勉错的不是武汉人最早错的是那些吃野味的其次是那些明明发烧得了病还瞎几把跑的人都善良一点积点德吧不要再做缺德事了都是天朝子民坑自己国人算个球,0
真他妈瘟疫公司赶脚啊杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,-1
网传饶毅致信舒红兵别让你老婆做武汉病毒所所长了网页链接,0
发烧了远离我大家做好预防此微博做个记录灵武市,0
我咳嗽了又发烧了我没了,-1
微博上看到难得中肯的评论了感冒咳嗽的我没发烧,0
谁为同机的那多个无辜的浙江人负责啊万一真的被传染了怎么办杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,-1
杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,0
杭州你为什么总是冲在最前面杭州圈子今天年的第一个月还剩最后一周了但这一个月却是让全中国人最揪心的一个月好像前两周才经历的跨年的热闹和各大公司的年会的喜庆忽然一下子我们就迎来了最艰难的一个春节这个春节也很特别我们教爸妈戴口罩阻止亲戚串门还不停的关注着展开全文,0
杭州官方今天确认新加坡酷航新加坡杭州航班上两名旅客确认患新型冠状病毒肺炎已确诊其中一人在入境时发烧另一人入境时未发烧仅咽痛,0
小曾是个彻底退化了的南方人了在家把自己给冻感冒了好可怕我不要发烧,-1
初二幼儿急疹继续今天精神状态好很多虽然还发烧但是有精神玩儿了依然不吃东西有点拉肚子爸爸抱着称体重还是斤可是都觉得轻了,-1
这个祸害明知道自己同行人发烧还反咬别人一口说自己同胞拒绝和他们武汉人一起乘坐飞机是南航是为你们个人包了专机运你们回国那是因为你们偷吃退烧药躲过了日本的红外线被嘲了难道留你们在国外继续丢人现眼吗你们考虑过别人的感受吗你的脸呢说的好这些人没有一点责展开全文,-1
我围观了鲍秀兰诊室的回答该问题价值元围观仅元快来一起围观微博问答,0
为贯彻落实中央省委市委关于新型冠状病毒感染的肺炎疫情防控措施加强疫情防控工作有效减少人员聚集阻断疫情传播更好保障全市人民群众生命安全和身体健康我们发出如下倡议一婚事不办丧事简办在新型冠状病毒感染的肺炎疫情防控期间有结婚宴请活动的不办有丧事的一律从简展开全文,0
透过疫情谈行政官僚的专业背景与任职网传不知真假饶毅致信舒红兵建议武汉病毒研究所所长王延轶主动辞职理由列举有三其中之一王延轶的专业是细胞生物学而武汉病毒所的研究核心是病毒王延轶以细胞生物学专业延伸任职官至任病毒所所长同理高蝠由畜牧兽医专业延伸官至中国疾病预展开全文,0
路遇夫妻俩抱着幼小孙女行色匆匆边走边焦急打电话似乎是孙女发烧求医而孙女并未戴口罩,0
哭了我过年天天家里蹲你重灾区人民世界各地旅游回国发烧了还吃退烧药跟其他地方的人打包回来您个憨批东西江浙沪太倒霉了国外好玩嘛无辜被你们感染的血馒头好吃嘛,0
选择题你女朋友现在发烧度你应该卧槽牛逼拍温度计发朋友圈多喝点热水拿她脑门儿烤地瓜打举报她去隔离无锡,0
我感觉我太紧张了明明没有接触过什么可疑的人但是因为最近发烧了现在感觉各种不舒服,-1
大嘎好最近发烧咳嗽还没确诊不过也怪不舒服的病好以后再出现请大家注意身体过年好,0
这封信不光发给舒红兵还要给武汉病毒所还要给中国科学院消息一出石破天惊有人怒赞言辞犀利写信者真狠有人说自不量力写信者真蠢这封信的落款写的是饶毅而两月前引发舆论大地震的举报三位宗师级人物涉嫌论文造假的信草稿就是饶毅写的,0
挖坟年评选科学院院士关于饶毅落选的评论评论饶毅落选也许没什么了不起只不过基础生物组排名第一的是武大的舒红兵年才全职同样都是百万年薪院长仅仅早回来两年不论是归国前的地位舒为副教授饶是讲席正教授还是归国后的工作舒仅有两篇网页链接,0
我也在咳嗽不过不发烧不乏力食欲正常感冒十天了还不好抗生素吃了两种了我也要加油啊不敢去医院估计是上呼吸道感染或者基础性肺炎,0
湖北佬不是白叫的左右正常起飞目前已经安全落地,0
无语了原来住我家的亲戚不仅感冒还发烧了我所以到底为什么不回新家住一定要赖在这,-1
本来计划好一个完美的新年被病毒给了然后就想着呆家里好好的陪娃过下蜗居的生活结果娃从大年初一开始一直发烧真的应了那句计划赶不上变化快现在只想家人健康平安关键时刻陪着你的永远是爱你的亲人有吵有闹只要宝贝好起来了我们依然有说有笑谁说吵架不好呢吵不散的感情才展开全文,-1
这个节骨眼感冒发烧我好怕怕呀,-1
是从什么时候明白健康的重要性呢就是在南昌的这个学期一开始发烧只觉得很正常因为我一直很容易发烧到后来几乎每周都会发烧我开始感到恐惧再加上孤身在外求学的孤独几近崩溃然后明白了在生命面前所有的名利外在都黯淡无光要用力的活着啊生命太脆弱了,-1
我发烧了,0
高福本科毕业于本施一公毕业于清华饶毅毕业于了解吗对此你是如何看待的呢网页链接,0
好消息月日武汉市肺科医院名新冠肺炎患者经治疗后康复出院其中一位岁婆婆入院时身体虚弱发烧度除新冠病毒感染的肺炎外还合并有其他细菌感染的肺炎基础病较多月日入院经过多日治疗均连续天未发烧连续次间隔小时展开全文,1
新型冠状病毒科普知识咳嗽发烧扛一扛国家卫生健康委告诉你正确做法网页链接,0
在入城关口这堵了一个多小时了检查过往车辆人员感冒发烧情况实在忍不住下车看看前方并没太长的队伍不明白为什么需要这么长的时间抑郁心情也被堵坏了到这里就是这次行程的终点不想再往前开了这次出行带着多重复杂的心情本以为出来溜一圈会平复和适应结果现在一点作用没起到展开全文,-1
他放弃国外高薪待遇回国力压施一公当选院士现因妻子备受争议在年舒红兵力压当时风头正盛的施一公与饶毅成功当院院士网页链接,0
众志成城抗疫情望谟防疫情知识苗语版来男近期新型冠状病毒疫情牵动每一个人为了防治疫情我们一同面对抗击疫情女各位观众请听好这些预防知识要记牢武汉返乡别乱跑主动隔离很重要男不串门不办酒亲戚朋友也别走展开全文,0
红兵才是社会主义真正需要的学者他懂得讲政治,0
表示无语全国都为了你们家里蹲只求大家不出门控制疫情你们那群人有发烧吃退烧药的怪上海人吗隔离病毒不隔离爱但是你要是道德绑架我们真的爱不起了,-1
屠呦呦落选兽医高福逆袭舒某兵挤掉饶毅施一公中国院士到底有几分硬核对学术腐败裙带关系的直言屠呦呦落选兽医高福逆袭舒某兵挤掉饶毅施一公中国院士到底有几分硬核,0
云之的飞行记录虹湘阪宁这几天日子过的恍恍惚惚睡前最后一件事看疫情地图起床第一件事看疫情地图太揪心了每天手机里截图各种消息发给爸妈就为了让他们更加重视现在是即使有休息期也不敢回家了我天天在春运一线在密闭的飞机空间里接触着天南地北来的人战战展开全文,-1
施一公先生对饶毅的评价饶毅是忧国忧民的科学大家光明磊落的正人君子犀利耿直的现代鲁迅我行我素的半老顽童无论你是否喜欢他他都在用自己的方式启蒙中国社会也注定留下重要影响,0
公众对陈全姣实名举报不感兴趣之前饶毅已经发声我们更想知道的是美女所长的回应不要拿别人当挡箭牌这王延轶究竟是何方神圣既然病毒所站出来了夫妻肺骗即将浮出水面热搜预订石正丽武小华饶毅建议武汉病毒所长辞职王延轶舒红兵他们越是想要掩盖前路离真相,0
孩子发烧感冒只需按两下可惜很多人不知道大家以后肯定都会有小宝宝转发分享秒拍视频,0
他年保送到清华与高福同年当选为院士外界评价却天差地别在年后的年和后续的年份中我们确实看到再也没有出现饶毅的名字很多人认为饶毅的学术水平很高让人感到十分的可惜网页链接,0
公众对陈全姣实名举报不感兴趣之前饶毅已经发声我们更想知道的是美女所长的回应不要拿别人当挡箭牌这王延轶究竟是何方神圣既然病毒所站出来了夫妻肺骗即将浮出水面热搜预订石正丽武小华饶毅建议武汉病毒所长辞职王延轶舒红兵他们越是想要掩盖前路离真相越,0
突然发烧去医院抽血化验也知道应该问题不大大概是心理原因这次去医院的路感觉格外长所幸一切都还好谢谢你对我那么好惟愿一切平安,1
每天都能听到你这里不舒服那里不舒服你上火了你感冒了你这了那了你能不能收住你这些言论我去年发烧我也没去给任何人一直说我不舒服还总说失眠你失眠你没事睡到中午才醒你有什么误解吧,-1
李文亮之后有人说了这些话价值线传媒天前李文亮医生生前因提前一个月预警武汉特大疫情被亿万网民誉为第一吹哨人近日又有智者勇敢发声质疑中科院武汉病毒所所长王某某的学术水平明确要求其辞职发声的人疑似北大生命科学前院长现任首都医科大学校长饶毅他致信武展开全文,0
非常时期累冷冻感冒了没有发烧包着超厚的棉袄裹成圆形但仍然冷的全身鸡皮疙瘩冷的缩在椅子上不想动上楼进房间睡觉看到老弟帮我换了更厚的珊瑚绒被套弄好枕头折好被子整个床弄的整整齐齐心里突然有了一丝欣慰,0
我是什么傻子煮泡面能把头发烧着心疼我本来就少的头发,0
在网上看到一篇奇文屠呦呦落选兽医高福逆袭舒某兵挤掉饶毅施一公中国院士到底有几分硬核也没有作者名字发表我的一些看法现阶段就是要全国上下一致团结一心抗击新冠病毒提高人们的信心恢复生产而不是要夸大科学家之间的个人恩怨编造一些谎言挑拨离间就好比这展开全文,0
社区医院连个发烧都看不了要你何用,-1
这些年雷打不动的特征只要感冒就发烧晚上烧白天好连烧三天第四天不治自愈我妈说我小时候就这样还好不咳嗽否则恐怕要被隔离了都问这场疫情过后你想见谁我不想见谁我就想出去走走看看世界我想工作以前睡觉之前想着明天早餐吃什么现在想的是明天干点啥呢啥也不能干开学延迟这真是一个展开全文,-1
网传广汉榕树花园小区因武汉返乡人员发烧而被村民砸家谣言,0
经过武汉这次事件你才会发现国内有多少恐怖的人回收二手口罩只为能借这次病机发财明明发烧怕回不了国偷吃退烧药并在微博发声装弱势截获客户快速还不知廉耻发朋友圈问你你以为你的快递能到你手上吗到医院救治怕医院不接收明知会传染还横跨几个区逃跑这个年刷到这些微博心展开全文,-1
我叫武汉这是我的故事年初我开始发烧干咳医生说我病了得了肺炎病情很严重一组手绘漫画描绘了湖北武汉新型冠性肺炎病毒的问题太感动了李老师说电影剪辑手爱德华的微博视频,0
这个群是每天回复最高频的群什么时候叫这个群名字我不记得了只记得当时我问为什么叫同事说不稳定不确定复杂模糊这是一个变化莫测的时代这个假期应该是史上最沉寂最焦躁的朋友今天和我说下午情绪才缓过来点是的我最近也低落这样的大环境几年未见的感冒发展开全文,0
音箱测爱情情结音响这东西向来是发烧友的专利品如果你从来没有购买过一套属于自己的音响组合而又希望在短期内添置一套你会选下列哪一款音响呢较小型的床头音响较大型的音响组合手提音响组合将小喇叭接上随身听解析如图,0
我叫武汉这是我的故事年初我开始发烧干咳医生说我病了得了肺炎病情很严重一组手绘漫画描绘了湖北武汉新型冠性肺炎病毒的问题太感动了李老师说电影剪辑手爱德华的微博视频,0
求助求助家住江汉区复兴村时尚公寓父母持续发烧天最近多日持续度腹泻食欲不振胸闷气喘对口武汉中心医院确诊病毒肺炎没有床位无法入院现已在家卧床不起社区街道市长热线都已联系没能解决自己已照顾父母天也开始有相关症状紧急求助联系电话展开全文,-1
拔火罐到底是医生的柳叶刀还是死神的镰刀深入内部拍摄中国女人迷恋的乳房按摩到底有多可怕,0
冲上热搜柳叶刀首次全中文刊发这封中国医生的查看网页链接导读平实的语言父子两代医生的隔空喊话年的成长与思考近日一则,0
发烧后又开始顽皮啦啦颜小豆的微博视频,0
我叫武汉这是我的故事年初我开始发烧干咳医生说我病了得了肺炎病情很严重这组漫画描绘了湖北武汉新型冠性肺炎病毒的问题令人感动一句冷幽默的微博视频,0
发烧了不隔离还道德绑架我呸我就是被骂的上海人之一这群武汉人在机场偷偷量体温吃退烧药请问我们不愿意登机有错吗,-1
